,REF_DATE,GEO,National Occupational Classification (NOC),Statistics,VALUE
14329,2015,"Canada, 25 to 54 years",Sales and service occupations,"Average wages, salaries and commissions, females",30200.0
14330,2015,"Canada, 25 to 54 years",Sales and service occupations,"Average wages, salaries and commissions, males",48100.0
14331,2015,"Canada, 25 to 54 years",Sales and service occupations,"Average gender pay ratio in annual wages, salaries and commissions",0.63
14332,2015,"Canada, 25 to 54 years",Sales and service occupations,"Median wages, salaries and commissions, both sexes",31000.0
14333,2015,"Canada, 25 to 54 years",Sales and service occupations,"Median wages, salaries and commissions, females",24800.0
14334,2015,"Canada, 25 to 54 years",Sales and service occupations,"Median wages, salaries and commissions, males",39200.0
14335,2015,"Canada, 25 to 54 years",Sales and service occupations,"Median gender pay ratio in annual wages, salaries and commissions",0.63
14336,2015,"Canada, 25 to 54 years","Trades, transport and equipment operators and related occupations","Average employment income, both sexes",57000.0
14337,2015,"Canada, 25 to 54 years","Trades, transport and equipment operators and related occupations","Average employment income, females",41500.0
14338,2015,"Canada, 25 to 54 years","Trades, transport and equipment operators and related occupations","Average employment income, males",58200.0
14339,2015,"Canada, 25 to 54 years","Trades, transport and equipment operators and related occupations",Average gender pay ratio in annual employment income,0.71
14340,2015,"Canada, 25 to 54 years","Trades, transport and equipment operators and related occupations","Median employment income, both sexes",51800.0
14341,2015,"Canada, 25 to 54 years","Trades, transport and equipment operators and related occupations","Median employment income, females",32600.0
14342,2015,"Canada, 25 to 54 years","Trades, transport and equipment operators and related occupations","Median employment income, males",52900.0
14343,2015,"Canada, 25 to 54 years","Trades, transport and equipment operators and related occupations",Median gender pay ratio in annual employment income,0.62
14344,2015,"Canada, 25 to 54 years","Trades, transport and equipment operators and related occupations","Average wages, salaries and commissions, both sexes",59700.0
14345,2015,"Canada, 25 to 54 years","Trades, transport and equipment operators and related occupations","Average wages, salaries and commissions, females",43500.0
14346,2015,"Canada, 25 to 54 years","Trades, transport and equipment operators and related occupations","Average wages, salaries and commissions, males",61000.0
14347,2015,"Canada, 25 to 54 years","Trades, transport and equipment operators and related occupations","Average gender pay ratio in annual wages, salaries and commissions",0.71
14348,2015,"Canada, 25 to 54 years","Trades, transport and equipment operators and related occupations","Median wages, salaries and commissions, both sexes",54100.0
14349,2015,"Canada, 25 to 54 years","Trades, transport and equipment operators and related occupations","Median wages, salaries and commissions, females",33700.0
14350,2015,"Canada, 25 to 54 years","Trades, transport and equipment operators and related occupations","Median wages, salaries and commissions, males",56000.0
14351,2015,"Canada, 25 to 54 years","Trades, transport and equipment operators and related occupations","Median gender pay ratio in annual wages, salaries and commissions",0.6
14352,2015,"Canada, 25 to 54 years","Natural resources, agriculture and related production occupations","Average employment income, both sexes",62400.0
14353,2015,"Canada, 25 to 54 years","Natural resources, agriculture and related production occupations","Average employment income, females",22800.0
14354,2015,"Canada, 25 to 54 years","Natural resources, agriculture and related production occupations","Average employment income, males",69000.0
14355,2015,"Canada, 25 to 54 years","Natural resources, agriculture and related production occupations",Average gender pay ratio in annual employment income,0.33
14356,2015,"Canada, 25 to 54 years","Natural resources, agriculture and related production occupations","Median employment income, both sexes",39800.0
14357,2015,"Canada, 25 to 54 years","Natural resources, agriculture and related production occupations","Median employment income, females",16900.0
14358,2015,"Canada, 25 to 54 years","Natural resources, agriculture and related production occupations","Median employment income, males",47400.0
14359,2015,"Canada, 25 to 54 years","Natural resources, agriculture and related production occupations",Median gender pay ratio in annual employment income,0.36
14360,2015,"Canada, 25 to 54 years","Natural resources, agriculture and related production occupations","Average wages, salaries and commissions, both sexes",65000.0
14361,2015,"Canada, 25 to 54 years","Natural resources, agriculture and related production occupations","Average wages, salaries and commissions, females",26100.0
14362,2015,"Canada, 25 to 54 years","Natural resources, agriculture and related production occupations","Average wages, salaries and commissions, males",70600.0
14363,2015,"Canada, 25 to 54 years","Natural resources, agriculture and related production occupations","Average gender pay ratio in annual wages, salaries and commissions",0.37
14364,2015,"Canada, 25 to 54 years","Natural resources, agriculture and related production occupations","Median wages, salaries and commissions, both sexes",44300.0
14365,2015,"Canada, 25 to 54 years","Natural resources, agriculture and related production occupations","Median wages, salaries and commissions, females",17900.0
14366,2015,"Canada, 25 to 54 years","Natural resources, agriculture and related production occupations","Median wages, salaries and commissions, males",50000.0
14367,2015,"Canada, 25 to 54 years","Natural resources, agriculture and related production occupations","Median gender pay ratio in annual wages, salaries and commissions",0.36
14368,2015,"Canada, 25 to 54 years",Occupations in manufacturing and utilities,"Average employment income, both sexes",51300.0
14369,2015,"Canada, 25 to 54 years",Occupations in manufacturing and utilities,"Average employment income, females",33600.0
14370,2015,"Canada, 25 to 54 years",Occupations in manufacturing and utilities,"Average employment income, males",58700.0
14371,2015,"Canada, 25 to 54 years",Occupations in manufacturing and utilities,Average gender pay ratio in annual employment income,0.57
14372,2015,"Canada, 25 to 54 years",Occupations in manufacturing and utilities,"Median employment income, both sexes",44300.0
14373,2015,"Canada, 25 to 54 years",Occupations in manufacturing and utilities,"Median employment income, females",31200.0
14374,2015,"Canada, 25 to 54 years",Occupations in manufacturing and utilities,"Median employment income, males",50800.0
14375,2015,"Canada, 25 to 54 years",Occupations in manufacturing and utilities,Median gender pay ratio in annual employment income,0.61
14376,2015,"Canada, 25 to 54 years",Occupations in manufacturing and utilities,"Average wages, salaries and commissions, both sexes",52200.0
14377,2015,"Canada, 25 to 54 years",Occupations in manufacturing and utilities,"Average wages, salaries and commissions, females",34900.0
14378,2015,"Canada, 25 to 54 years",Occupations in manufacturing and utilities,"Average wages, salaries and commissions, males",59400.0
14379,2015,"Canada, 25 to 54 years",Occupations in manufacturing and utilities,"Average gender pay ratio in annual wages, salaries and commissions",0.59
14380,2015,"Canada, 25 to 54 years",Occupations in manufacturing and utilities,"Median wages, salaries and commissions, both sexes",44700.0
14381,2015,"Canada, 25 to 54 years",Occupations in manufacturing and utilities,"Median wages, salaries and commissions, females",31800.0
14382,2015,"Canada, 25 to 54 years",Occupations in manufacturing and utilities,"Median wages, salaries and commissions, males",51000.0
14383,2015,"Canada, 25 to 54 years",Occupations in manufacturing and utilities,"Median gender pay ratio in annual wages, salaries and commissions",0.62
14384,2015,"Canada, 25 to 54 years",Occupation unknown,"Average employment income, both sexes",23400.0
14385,2015,"Canada, 25 to 54 years",Occupation unknown,"Average employment income, females",16100.0
14386,2015,"Canada, 25 to 54 years",Occupation unknown,"Average employment income, males",32900.0
14387,2015,"Canada, 25 to 54 years",Occupation unknown,Average gender pay ratio in annual employment income,0.49
14388,2015,"Canada, 25 to 54 years",Occupation unknown,"Median employment income, both sexes",10100.0
14389,2015,"Canada, 25 to 54 years",Occupation unknown,"Median employment income, females",7100.0
14390,2015,"Canada, 25 to 54 years",Occupation unknown,"Median employment income, males",15900.0
14391,2015,"Canada, 25 to 54 years",Occupation unknown,Median gender pay ratio in annual employment income,0.45
14392,2015,"Canada, 25 to 54 years",Occupation unknown,"Average wages, salaries and commissions, both sexes",25300.0
14393,2015,"Canada, 25 to 54 years",Occupation unknown,"Average wages, salaries and commissions, females",17100.0
14394,2015,"Canada, 25 to 54 years",Occupation unknown,"Average wages, salaries and commissions, males",33900.0
14395,2015,"Canada, 25 to 54 years",Occupation unknown,"Average gender pay ratio in annual wages, salaries and commissions",0.51
14396,2015,"Canada, 25 to 54 years",Occupation unknown,"Median wages, salaries and commissions, both sexes",11500.0
14397,2015,"Canada, 25 to 54 years",Occupation unknown,"Median wages, salaries and commissions, females",7300.0
14398,2015,"Canada, 25 to 54 years",Occupation unknown,"Median wages, salaries and commissions, males",15900.0
14399,2015,"Canada, 25 to 54 years",Occupation unknown,"Median gender pay ratio in annual wages, salaries and commissions",0.46
14400,2015,"Canada, 25 to 34 years",All occupations,"Average employment income, both sexes",45600.0
14401,2015,"Canada, 25 to 34 years",All occupations,"Average employment income, females",37900.0
14402,2015,"Canada, 25 to 34 years",All occupations,"Average employment income, males",52800.0
14403,2015,"Canada, 25 to 34 years",All occupations,Average gender pay ratio in annual employment income,0.72
14404,2015,"Canada, 25 to 34 years",All occupations,"Median employment income, both sexes",39200.0
14405,2015,"Canada, 25 to 34 years",All occupations,"Median employment income, females",32400.0
14406,2015,"Canada, 25 to 34 years",All occupations,"Median employment income, males",45200.0
14407,2015,"Canada, 25 to 34 years",All occupations,Median gender pay ratio in annual employment income,0.72
14408,2015,"Canada, 25 to 34 years",All occupations,"Average wages, salaries and commissions, both sexes",46100.0
14409,2015,"Canada, 25 to 34 years",All occupations,"Average wages, salaries and commissions, females",38500.0
14410,2015,"Canada, 25 to 34 years",All occupations,"Average wages, salaries and commissions, males",53100.0
14411,2015,"Canada, 25 to 34 years",All occupations,"Average gender pay ratio in annual wages, salaries and commissions",0.73
14412,2015,"Canada, 25 to 34 years",All occupations,"Median wages, salaries and commissions, both sexes",39700.0
14413,2015,"Canada, 25 to 34 years",All occupations,"Median wages, salaries and commissions, females",33600.0
14414,2015,"Canada, 25 to 34 years",All occupations,"Median wages, salaries and commissions, males",46000.0
14415,2015,"Canada, 25 to 34 years",All occupations,"Median gender pay ratio in annual wages, salaries and commissions",0.73
14416,2015,"Canada, 25 to 34 years",Management occupations,"Average employment income, both sexes",55100.0
14417,2015,"Canada, 25 to 34 years",Management occupations,"Average employment income, females",49200.0
14418,2015,"Canada, 25 to 34 years",Management occupations,"Average employment income, males",57800.0
14419,2015,"Canada, 25 to 34 years",Management occupations,Average gender pay ratio in annual employment income,0.85
14420,2015,"Canada, 25 to 34 years",Management occupations,"Median employment income, both sexes",46200.0
14421,2015,"Canada, 25 to 34 years",Management occupations,"Median employment income, females",40100.0
14422,2015,"Canada, 25 to 34 years",Management occupations,"Median employment income, males",48800.0
14423,2015,"Canada, 25 to 34 years",Management occupations,Median gender pay ratio in annual employment income,0.82
14424,2015,"Canada, 25 to 34 years",Management occupations,"Average wages, salaries and commissions, both sexes",62900.0
14425,2015,"Canada, 25 to 34 years",Management occupations,"Average wages, salaries and commissions, females",52900.0
14426,2015,"Canada, 25 to 34 years",Management occupations,"Average wages, salaries and commissions, males",68400.0
14427,2015,"Canada, 25 to 34 years",Management occupations,"Average gender pay ratio in annual wages, salaries and commissions",0.77
14428,2015,"Canada, 25 to 34 years",Management occupations,"Median wages, salaries and commissions, both sexes",55400.0
14429,2015,"Canada, 25 to 34 years",Management occupations,"Median wages, salaries and commissions, females",45300.0
14430,2015,"Canada, 25 to 34 years",Management occupations,"Median wages, salaries and commissions, males",60700.0
14431,2015,"Canada, 25 to 34 years",Management occupations,"Median gender pay ratio in annual wages, salaries and commissions",0.75
14432,2015,"Canada, 25 to 34 years","Business, finance and administration occupations","Average employment income, both sexes",44700.0
14433,2015,"Canada, 25 to 34 years","Business, finance and administration occupations","Average employment income, females",42800.0
14434,2015,"Canada, 25 to 34 years","Business, finance and administration occupations","Average employment income, males",49300.0
14435,2015,"Canada, 25 to 34 years","Business, finance and administration occupations",Average gender pay ratio in annual employment income,0.87
14436,2015,"Canada, 25 to 34 years","Business, finance and administration occupations","Median employment income, both sexes",40300.0
14437,2015,"Canada, 25 to 34 years","Business, finance and administration occupations","Median employment income, females",39800.0
14438,2015,"Canada, 25 to 34 years","Business, finance and administration occupations","Median employment income, males",46300.0
14439,2015,"Canada, 25 to 34 years","Business, finance and administration occupations",Median gender pay ratio in annual employment income,0.86
14440,2015,"Canada, 25 to 34 years","Business, finance and administration occupations","Average wages, salaries and commissions, both sexes",44700.0
14441,2015,"Canada, 25 to 34 years","Business, finance and administration occupations","Average wages, salaries and commissions, females",42900.0
14442,2015,"Canada, 25 to 34 years","Business, finance and administration occupations","Average wages, salaries and commissions, males",49200.0
14443,2015,"Canada, 25 to 34 years","Business, finance and administration occupations","Average gender pay ratio in annual wages, salaries and commissions",0.87
14444,2015,"Canada, 25 to 34 years","Business, finance and administration occupations","Median wages, salaries and commissions, both sexes",40300.0
14445,2015,"Canada, 25 to 34 years","Business, finance and administration occupations","Median wages, salaries and commissions, females",39800.0
14446,2015,"Canada, 25 to 34 years","Business, finance and administration occupations","Median wages, salaries and commissions, males",46300.0
14447,2015,"Canada, 25 to 34 years","Business, finance and administration occupations","Median gender pay ratio in annual wages, salaries and commissions",0.86
14448,2015,"Canada, 25 to 34 years",Natural and applied sciences and related occupations,"Average employment income, both sexes",65000.0
14449,2015,"Canada, 25 to 34 years",Natural and applied sciences and related occupations,"Average employment income, females",50300.0
14450,2015,"Canada, 25 to 34 years",Natural and applied sciences and related occupations,"Average employment income, males",69700.0
14451,2015,"Canada, 25 to 34 years",Natural and applied sciences and related occupations,Average gender pay ratio in annual employment income,0.72
14452,2015,"Canada, 25 to 34 years",Natural and applied sciences and related occupations,"Median employment income, both sexes",62700.0
14453,2015,"Canada, 25 to 34 years",Natural and applied sciences and related occupations,"Median employment income, females",48800.0
14454,2015,"Canada, 25 to 34 years",Natural and applied sciences and related occupations,"Median employment income, males",67000.0
14455,2015,"Canada, 25 to 34 years",Natural and applied sciences and related occupations,Median gender pay ratio in annual employment income,0.73
14456,2015,"Canada, 25 to 34 years",Natural and applied sciences and related occupations,"Average wages, salaries and commissions, both sexes",65400.0
14457,2015,"Canada, 25 to 34 years",Natural and applied sciences and related occupations,"Average wages, salaries and commissions, females",51200.0
14458,2015,"Canada, 25 to 34 years",Natural and applied sciences and related occupations,"Average wages, salaries and commissions, males",70000.0
14459,2015,"Canada, 25 to 34 years",Natural and applied sciences and related occupations,"Average gender pay ratio in annual wages, salaries and commissions",0.73
14460,2015,"Canada, 25 to 34 years",Natural and applied sciences and related occupations,"Median wages, salaries and commissions, both sexes",62700.0
14461,2015,"Canada, 25 to 34 years",Natural and applied sciences and related occupations,"Median wages, salaries and commissions, females",51800.0
14462,2015,"Canada, 25 to 34 years",Natural and applied sciences and related occupations,"Median wages, salaries and commissions, males",66500.0
14463,2015,"Canada, 25 to 34 years",Natural and applied sciences and related occupations,"Median gender pay ratio in annual wages, salaries and commissions",0.78
14464,2015,"Canada, 25 to 34 years",Health occupations,"Average employment income, both sexes",55100.0
14465,2015,"Canada, 25 to 34 years",Health occupations,"Average employment income, females",51400.0
14466,2015,"Canada, 25 to 34 years",Health occupations,"Average employment income, males",76500.0
14467,2015,"Canada, 25 to 34 years",Health occupations,Average gender pay ratio in annual employment income,0.67
14468,2015,"Canada, 25 to 34 years",Health occupations,"Median employment income, both sexes",48100.0
14469,2015,"Canada, 25 to 34 years",Health occupations,"Median employment income, females",47000.0
14470,2015,"Canada, 25 to 34 years",Health occupations,"Median employment income, males",62100.0
14471,2015,"Canada, 25 to 34 years",Health occupations,Median gender pay ratio in annual employment income,0.76
14472,2015,"Canada, 25 to 34 years",Health occupations,"Average wages, salaries and commissions, both sexes",50600.0
14473,2015,"Canada, 25 to 34 years",Health occupations,"Average wages, salaries and commissions, females",49500.0
14474,2015,"Canada, 25 to 34 years",Health occupations,"Average wages, salaries and commissions, males",57100.0
14475,2015,"Canada, 25 to 34 years",Health occupations,"Average gender pay ratio in annual wages, salaries and commissions",0.87
14476,2015,"Canada, 25 to 34 years",Health occupations,"Median wages, salaries and commissions, both sexes",46600.0
14477,2015,"Canada, 25 to 34 years",Health occupations,"Median wages, salaries and commissions, females",45900.0
14478,2015,"Canada, 25 to 34 years",Health occupations,"Median wages, salaries and commissions, males",56600.0
14479,2015,"Canada, 25 to 34 years",Health occupations,"Median gender pay ratio in annual wages, salaries and commissions",0.81
14480,2015,"Canada, 25 to 34 years","Occupations in education, law and social, community and government services","Average employment income, both sexes",50200.0
14481,2015,"Canada, 25 to 34 years","Occupations in education, law and social, community and government services","Average employment income, females",43100.0
14482,2015,"Canada, 25 to 34 years","Occupations in education, law and social, community and government services","Average employment income, males",65400.0
14483,2015,"Canada, 25 to 34 years","Occupations in education, law and social, community and government services",Average gender pay ratio in annual employment income,0.66
14484,2015,"Canada, 25 to 34 years","Occupations in education, law and social, community and government services","Median employment income, both sexes",45100.0
14485,2015,"Canada, 25 to 34 years","Occupations in education, law and social, community and government services","Median employment income, females",37300.0
14486,2015,"Canada, 25 to 34 years","Occupations in education, law and social, community and government services","Median employment income, males",61600.0
14487,2015,"Canada, 25 to 34 years","Occupations in education, law and social, community and government services",Median gender pay ratio in annual employment income,0.61
14488,2015,"Canada, 25 to 34 years","Occupations in education, law and social, community and government services","Average wages, salaries and commissions, both sexes",49700.0
14489,2015,"Canada, 25 to 34 years","Occupations in education, law and social, community and government services","Average wages, salaries and commissions, females",43000.0
14490,2015,"Canada, 25 to 34 years","Occupations in education, law and social, community and government services","Average wages, salaries and commissions, males",64400.0
14491,2015,"Canada, 25 to 34 years","Occupations in education, law and social, community and government services","Average gender pay ratio in annual wages, salaries and commissions",0.67
14492,2015,"Canada, 25 to 34 years","Occupations in education, law and social, community and government services","Median wages, salaries and commissions, both sexes",44300.0
14493,2015,"Canada, 25 to 34 years","Occupations in education, law and social, community and government services","Median wages, salaries and commissions, females",38300.0
14494,2015,"Canada, 25 to 34 years","Occupations in education, law and social, community and government services","Median wages, salaries and commissions, males",60200.0
14495,2015,"Canada, 25 to 34 years","Occupations in education, law and social, community and government services","Median gender pay ratio in annual wages, salaries and commissions",0.64
14496,2015,"Canada, 25 to 34 years","Occupations in art, culture, recreation and sport","Average employment income, both sexes",34100.0
14497,2015,"Canada, 25 to 34 years","Occupations in art, culture, recreation and sport","Average employment income, females",31600.0
14498,2015,"Canada, 25 to 34 years","Occupations in art, culture, recreation and sport","Average employment income, males",37500.0
14499,2015,"Canada, 25 to 34 years","Occupations in art, culture, recreation and sport",Average gender pay ratio in annual employment income,0.84
14500,2015,"Canada, 25 to 34 years","Occupations in art, culture, recreation and sport","Median employment income, both sexes",33300.0
14501,2015,"Canada, 25 to 34 years","Occupations in art, culture, recreation and sport","Median employment income, females",30700.0
14502,2015,"Canada, 25 to 34 years","Occupations in art, culture, recreation and sport","Median employment income, males",34800.0
14503,2015,"Canada, 25 to 34 years","Occupations in art, culture, recreation and sport",Median gender pay ratio in annual employment income,0.88
14504,2015,"Canada, 25 to 34 years","Occupations in art, culture, recreation and sport","Average wages, salaries and commissions, both sexes",33700.0
14505,2015,"Canada, 25 to 34 years","Occupations in art, culture, recreation and sport","Average wages, salaries and commissions, females",31600.0
14506,2015,"Canada, 25 to 34 years","Occupations in art, culture, recreation and sport","Average wages, salaries and commissions, males",36300.0
14507,2015,"Canada, 25 to 34 years","Occupations in art, culture, recreation and sport","Average gender pay ratio in annual wages, salaries and commissions",0.87
14508,2015,"Canada, 25 to 34 years","Occupations in art, culture, recreation and sport","Median wages, salaries and commissions, both sexes",32800.0
14509,2015,"Canada, 25 to 34 years","Occupations in art, culture, recreation and sport","Median wages, salaries and commissions, females",30700.0
14510,2015,"Canada, 25 to 34 years","Occupations in art, culture, recreation and sport","Median wages, salaries and commissions, males",35400.0
14511,2015,"Canada, 25 to 34 years","Occupations in art, culture, recreation and sport","Median gender pay ratio in annual wages, salaries and commissions",0.87
14512,2015,"Canada, 25 to 34 years",Sales and service occupations,"Average employment income, both sexes",30300.0
14513,2015,"Canada, 25 to 34 years",Sales and service occupations,"Average employment income, females",25100.0
14514,2015,"Canada, 25 to 34 years",Sales and service occupations,"Average employment income, males",36000.0
14515,2015,"Canada, 25 to 34 years",Sales and service occupations,Average gender pay ratio in annual employment income,0.7
14516,2015,"Canada, 25 to 34 years",Sales and service occupations,"Median employment income, both sexes",24400.0
14517,2015,"Canada, 25 to 34 years",Sales and service occupations,"Median employment income, females",21900.0
14518,2015,"Canada, 25 to 34 years",Sales and service occupations,"Median employment income, males",30800.0
14519,2015,"Canada, 25 to 34 years",Sales and service occupations,Median gender pay ratio in annual employment income,0.71
14520,2015,"Canada, 25 to 34 years",Sales and service occupations,"Average wages, salaries and commissions, both sexes",30600.0
14521,2015,"Canada, 25 to 34 years",Sales and service occupations,"Average wages, salaries and commissions, females",25400.0
14522,2015,"Canada, 25 to 34 years",Sales and service occupations,"Average wages, salaries and commissions, males",36000.0
14523,2015,"Canada, 25 to 34 years",Sales and service occupations,"Average gender pay ratio in annual wages, salaries and commissions",0.71
14524,2015,"Canada, 25 to 34 years",Sales and service occupations,"Median wages, salaries and commissions, both sexes",24800.0
14525,2015,"Canada, 25 to 34 years",Sales and service occupations,"Median wages, salaries and commissions, females",22100.0
14526,2015,"Canada, 25 to 34 years",Sales and service occupations,"Median wages, salaries and commissions, males",31500.0
14527,2015,"Canada, 25 to 34 years",Sales and service occupations,"Median gender pay ratio in annual wages, salaries and commissions",0.7
14528,2015,"Canada, 25 to 34 years","Trades, transport and equipment operators and related occupations","Average employment income, both sexes",56300.0
14529,2015,"Canada, 25 to 34 years","Trades, transport and equipment operators and related occupations","Average employment income, females",42000.0
14530,2015,"Canada, 25 to 34 years","Trades, transport and equipment operators and related occupations","Average employment income, males",57000.0
14531,2015,"Canada, 25 to 34 years","Trades, transport and equipment operators and related occupations",Average gender pay ratio in annual employment income,0.74
14532,2015,"Canada, 25 to 34 years","Trades, transport and equipment operators and related occupations","Median employment income, both sexes",50400.0
14533,2015,"Canada, 25 to 34 years","Trades, transport and equipment operators and related occupations","Median employment income, females",40900.0
14534,2015,"Canada, 25 to 34 years","Trades, transport and equipment operators and related occupations","Median employment income, males",51000.0
14535,2015,"Canada, 25 to 34 years","Trades, transport and equipment operators and related occupations",Median gender pay ratio in annual employment income,0.8
14536,2015,"Canada, 25 to 34 years","Trades, transport and equipment operators and related occupations","Average wages, salaries and commissions, both sexes",57300.0
14537,2015,"Canada, 25 to 34 years","Trades, transport and equipment operators and related occupations","Average wages, salaries and commissions, females",41600.0
14538,2015,"Canada, 25 to 34 years","Trades, transport and equipment operators and related occupations","Average wages, salaries and commissions, males",58200.0
14539,2015,"Canada, 25 to 34 years","Trades, transport and equipment operators and related occupations","Average gender pay ratio in annual wages, salaries and commissions",0.72
14540,2015,"Canada, 25 to 34 years","Trades, transport and equipment operators and related occupations","Median wages, salaries and commissions, both sexes",51800.0
14541,2015,"Canada, 25 to 34 years","Trades, transport and equipment operators and related occupations","Median wages, salaries and commissions, females",40900.0
14542,2015,"Canada, 25 to 34 years","Trades, transport and equipment operators and related occupations","Median wages, salaries and commissions, males",52500.0
14543,2015,"Canada, 25 to 34 years","Trades, transport and equipment operators and related occupations","Median gender pay ratio in annual wages, salaries and commissions",0.78
14544,2015,"Canada, 25 to 34 years","Natural resources, agriculture and related production occupations","Average employment income, both sexes",51100.0
14545,2015,"Canada, 25 to 34 years","Natural resources, agriculture and related production occupations","Average employment income, females",
14546,2015,"Canada, 25 to 34 years","Natural resources, agriculture and related production occupations","Average employment income, males",55700.0
14547,2015,"Canada, 25 to 34 years","Natural resources, agriculture and related production occupations",Average gender pay ratio in annual employment income,
14548,2015,"Canada, 25 to 34 years","Natural resources, agriculture and related production occupations","Median employment income, both sexes",29100.0
14549,2015,"Canada, 25 to 34 years","Natural resources, agriculture and related production occupations","Median employment income, females",
14550,2015,"Canada, 25 to 34 years","Natural resources, agriculture and related production occupations","Median employment income, males",33000.0
14551,2015,"Canada, 25 to 34 years","Natural resources, agriculture and related production occupations",Median gender pay ratio in annual employment income,
14552,2015,"Canada, 25 to 34 years","Natural resources, agriculture and related production occupations","Average wages, salaries and commissions, both sexes",53300.0
14553,2015,"Canada, 25 to 34 years","Natural resources, agriculture and related production occupations","Average wages, salaries and commissions, females",
14554,2015,"Canada, 25 to 34 years","Natural resources, agriculture and related production occupations","Average wages, salaries and commissions, males",56900.0
14555,2015,"Canada, 25 to 34 years","Natural resources, agriculture and related production occupations","Average gender pay ratio in annual wages, salaries and commissions",
14556,2015,"Canada, 25 to 34 years","Natural resources, agriculture and related production occupations","Median wages, salaries and commissions, both sexes",31500.0
14557,2015,"Canada, 25 to 34 years","Natural resources, agriculture and related production occupations","Median wages, salaries and commissions, females",
14558,2015,"Canada, 25 to 34 years","Natural resources, agriculture and related production occupations","Median wages, salaries and commissions, males",33200.0
14559,2015,"Canada, 25 to 34 years","Natural resources, agriculture and related production occupations","Median gender pay ratio in annual wages, salaries and commissions",
14560,2015,"Canada, 25 to 34 years",Occupations in manufacturing and utilities,"Average employment income, both sexes",43600.0
14561,2015,"Canada, 25 to 34 years",Occupations in manufacturing and utilities,"Average employment income, females",31400.0
14562,2015,"Canada, 25 to 34 years",Occupations in manufacturing and utilities,"Average employment income, males",47400.0
14563,2015,"Canada, 25 to 34 years",Occupations in manufacturing and utilities,Average gender pay ratio in annual employment income,0.66
14564,2015,"Canada, 25 to 34 years",Occupations in manufacturing and utilities,"Median employment income, both sexes",36700.0
14565,2015,"Canada, 25 to 34 years",Occupations in manufacturing and utilities,"Median employment income, females",25000.0
14566,2015,"Canada, 25 to 34 years",Occupations in manufacturing and utilities,"Median employment income, males",38000.0
14567,2015,"Canada, 25 to 34 years",Occupations in manufacturing and utilities,Median gender pay ratio in annual employment income,
14568,2015,"Canada, 25 to 34 years",Occupations in manufacturing and utilities,"Average wages, salaries and commissions, both sexes",43900.0
14569,2015,"Canada, 25 to 34 years",Occupations in manufacturing and utilities,"Average wages, salaries and commissions, females",32000.0
14570,2015,"Canada, 25 to 34 years",Occupations in manufacturing and utilities,"Average wages, salaries and commissions, males",47500.0
14571,2015,"Canada, 25 to 34 years",Occupations in manufacturing and utilities,"Average gender pay ratio in annual wages, salaries and commissions",0.67
14572,2015,"Canada, 25 to 34 years",Occupations in manufacturing and utilities,"Median wages, salaries and commissions, both sexes",36700.0
14573,2015,"Canada, 25 to 34 years",Occupations in manufacturing and utilities,"Median wages, salaries and commissions, females",28700.0
14574,2015,"Canada, 25 to 34 years",Occupations in manufacturing and utilities,"Median wages, salaries and commissions, males",38800.0
14575,2015,"Canada, 25 to 34 years",Occupations in manufacturing and utilities,"Median gender pay ratio in annual wages, salaries and commissions",0.74
14576,2015,"Canada, 25 to 34 years",Occupation unknown,"Average employment income, both sexes",19000.0
14577,2015,"Canada, 25 to 34 years",Occupation unknown,"Average employment income, females",12800.0
14578,2015,"Canada, 25 to 34 years",Occupation unknown,"Average employment income, males",28200.0
14579,2015,"Canada, 25 to 34 years",Occupation unknown,Average gender pay ratio in annual employment income,0.45
14580,2015,"Canada, 25 to 34 years",Occupation unknown,"Median employment income, both sexes",9800.0
14581,2015,"Canada, 25 to 34 years",Occupation unknown,"Median employment income, females",8400.0
14582,2015,"Canada, 25 to 34 years",Occupation unknown,"Median employment income, males",
14583,2015,"Canada, 25 to 34 years",Occupation unknown,Median gender pay ratio in annual employment income,
14584,2015,"Canada, 25 to 34 years",Occupation unknown,"Average wages, salaries and commissions, both sexes",21500.0
14585,2015,"Canada, 25 to 34 years",Occupation unknown,"Average wages, salaries and commissions, females",14100.0
14586,2015,"Canada, 25 to 34 years",Occupation unknown,"Average wages, salaries and commissions, males",29200.0
14587,2015,"Canada, 25 to 34 years",Occupation unknown,"Average gender pay ratio in annual wages, salaries and commissions",0.48
14588,2015,"Canada, 25 to 34 years",Occupation unknown,"Median wages, salaries and commissions, both sexes",10300.0
14589,2015,"Canada, 25 to 34 years",Occupation unknown,"Median wages, salaries and commissions, females",
14590,2015,"Canada, 25 to 34 years",Occupation unknown,"Median wages, salaries and commissions, males",
14591,2015,"Canada, 25 to 34 years",Occupation unknown,"Median gender pay ratio in annual wages, salaries and commissions",
14592,2015,"Canada, 35 to 44 years",All occupations,"Average employment income, both sexes",59000.0
14593,2015,"Canada, 35 to 44 years",All occupations,"Average employment income, females",47200.0
14594,2015,"Canada, 35 to 44 years",All occupations,"Average employment income, males",70000.0
14595,2015,"Canada, 35 to 44 years",All occupations,Average gender pay ratio in annual employment income,0.67
14596,2015,"Canada, 35 to 44 years",All occupations,"Median employment income, both sexes",49600.0
14597,2015,"Canada, 35 to 44 years",All occupations,"Median employment income, females",40300.0
14598,2015,"Canada, 35 to 44 years",All occupations,"Median employment income, males",60400.0
